"No.","Time","Source","Destination","Protocol","Length","Info"
"32","102.475379","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=1 Ack=183 Win=43648 Len=0 TSval=267244515 TSecr=89948"
"33","102.480205","64.233.184.16","10.8.8.110","TLSv1.2","1360","Server Hello"
"34","102.480244","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=183 Ack=1309 Win=32128 Len=0 TSval=89982 TSecr=267244518"
"35","102.480291","64.233.184.16","10.8.8.110","TCP","1360","465  >  37386 [ACK] Seq=1309 Ack=183 Win=43648 Len=1308 TSval=267244518 TSecr=89948 [TCP segment of a reassembled PDU]"
"36","102.480303","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=183 Ack=2617 Win=35072 Len=0 TSval=89982 TSecr=267244518"
"37","102.480325","64.233.184.16","10.8.8.110","TLSv1.2","939","Certificate, Server Key Exchange, Server Hello Done"
"38","102.480334","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=183 Ack=3504 Win=37632 Len=0 TSval=89982 TSecr=267244518"
"39","102.484576","10.8.8.110","64.233.184.16","TLSv1.2","178","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"40","102.490875","10.8.8.110","198.7.63.141","DNS","65","Standard query 0xf46d A clients1.google.com"
"41","102.490928","10.8.8.110","198.7.63.141","DNS","65","Standard query 0xdfe0 A clients1.google.com"
"42","102.490976","10.8.8.110","198.7.63.141","DNS","65","Standard query 0xb7d9 AAAA clients1.google.com"
"43","102.491084","10.8.8.110","216.58.208.46","TCP","60","33072  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=89984 TSecr=0 WS=128"
"44","102.612748","198.7.63.141","10.8.8.110","DNS","241","Standard query response 0xf46d A clients1.google.com CNAME clients.l.google.com A 216.58.208.46 NS ns4.google.com NS ns2.google.com NS ns1.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"45","102.612944","198.7.63.141","10.8.8.110","DNS","241","Standard query response 0xdfe0 A clients1.google.com CNAME clients.l.google.com A 216.58.208.46 NS ns4.google.com NS ns3.google.com NS ns2.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"46","102.612983","216.58.208.46","10.8.8.110","TCP","60","80  >  33072 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1320 SACK_PERM TSval=298743073 TSecr=89984 WS=128"
"47","102.613041","10.8.8.110","216.58.208.46","TCP","52","33072  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=90015 TSecr=298743073"
"48","102.613391","10.8.8.110","216.58.208.46","OCSP","487","Request"
"49","102.617728","64.233.184.16","10.8.8.110","TLSv1.2","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"50","102.622849","198.7.63.141","10.8.8.110","DNS","253","Standard query response 0xb7d9 AAAA clients1.google.com CNAME clients.l.google.com AAAA 2a00:1450:4009:80d::200e NS ns2.google.com NS ns4.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"51","102.656152","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=309 Ack=3750 Win=40320 Len=0 TSval=90026 TSecr=267244658"
"52","102.666183","64.233.184.16","10.8.8.110","TLSv1.2","133","Application Data"
"53","102.666213","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=309 Ack=3831 Win=40320 Len=0 TSval=90028 TSecr=267244705"
"54","102.734693","216.58.208.46","10.8.8.110","TCP","52","80  >  33072 [ACK] Seq=1 Ack=436 Win=43648 Len=0 TSval=298743195 TSecr=90015"
"55","102.748208","216.58.208.46","10.8.8.110","OCSP","831","Response"
"56","102.748240","10.8.8.110","216.58.208.46","TCP","52","33072  >  80 [ACK] Seq=436 Ack=780 Win=30848 Len=0 TSval=90049 TSecr=298743201"
"57","102.758776","10.8.8.110","64.233.184.16","TLSv1.2","100","Application Data"
"58","102.896227","64.233.184.16","10.8.8.110","TLSv1.2","290","Application Data"
"59","102.896256","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=357 Ack=4069 Win=42880 Len=0 TSval=90086 TSecr=267244935"
"60","102.899704","10.8.8.110","64.233.184.16","TLSv1.2","134","Application Data"
"61","103.072994","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4069 Ack=439 Win=43648 Len=0 TSval=267245111 TSecr=90086"
"62","103.256318","64.233.184.16","10.8.8.110","TLSv1.2","101","Application Data"
"63","103.257836","10.8.8.110","64.233.184.16","TLSv1.2","123","Application Data"
"64","103.387636","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4118 Ack=510 Win=43648 Len=0 TSval=267245428 TSecr=90176"
"65","103.388150","64.233.184.16","10.8.8.110","TLSv1.2","122","Application Data"
"66","103.392984","10.8.8.110","64.233.184.16","TLSv1.2","112","Application Data"
"67","103.524861","64.233.184.16","10.8.8.110","TLSv1.2","122","Application Data"
"68","103.525165","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"69","103.697060","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4258 Ack=605 Win=43648 Len=0 TSval=267245735 TSecr=90243"
"70","103.797245","64.233.184.16","10.8.8.110","TLSv1.2","123","Application Data"
"71","103.798606","10.8.8.110","64.233.184.16","TLSv1.2","443","Application Data"
"72","103.799254","10.8.8.110","64.233.184.16","TLSv1.2","84","Application Data"
"73","103.929248","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4329 Ack=996 Win=44800 Len=0 TSval=267245968 TSecr=90311"
"74","103.929282","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4329 Ack=1028 Win=44800 Len=0 TSval=267245969 TSecr=90311"
"75","105.017678","64.233.184.16","10.8.8.110","TLSv1.2","133","Application Data"
"76","105.034128","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"77","105.166951","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [ACK] Seq=4410 Ack=1063 Win=44800 Len=0 TSval=267247204 TSecr=90620"
"78","105.167001","64.233.184.16","10.8.8.110","TLSv1.2","138","Application Data"
"79","105.167028","64.233.184.16","10.8.8.110","TCP","52","465  >  37386 [FIN, ACK] Seq=4496 Ack=1063 Win=44800 Len=0 TSval=267247205 TSecr=90620"
"80","105.204078","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [ACK] Seq=1063 Ack=4497 Win=42880 Len=0 TSval=90663 TSecr=267247205"
"81","105.244149","10.8.8.110","64.233.184.16","TLSv1.2","83","Encrypted Alert"
"82","105.244174","10.8.8.110","64.233.184.16","TCP","52","37386  >  465 [FIN, ACK] Seq=1094 Ack=4497 Win=42880 Len=0 TSval=90673 TSecr=267247205"
"83","105.376068","64.233.184.16","10.8.8.110","TCP","40","465  >  37386 [RST] Seq=4497 Win=0 Len=0"
"84","105.376210","64.233.184.16","10.8.8.110","TCP","40","465  >  37386 [RST] Seq=4497 Win=0 Len=0"
"85","112.748155","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=92549 TSecr=298743201"
"86","112.871747","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298753331 TSecr=90049"
"87","122.872116","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=95080 TSecr=298753331"
"88","122.994206","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298763454 TSecr=90049"
"89","130.411225","10.8.8.110","64.233.184.16","TCP","60","37388  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=96964 TSecr=0 WS=128"
"90","130.543821","64.233.184.16","10.8.8.110","TCP","60","465  >  37388 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1320 SACK_PERM TSval=276587819 TSecr=96964 WS=128"
"91","130.543874","10.8.8.110","64.233.184.16","TCP","52","37388  >  465 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=96997 TSecr=276587819"
"92","130.544423","10.8.8.110","64.233.184.16","TLSv1.2","569","Client Hello (SNI=smtp.googlemail.com)"
"93","130.675152","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=1 Ack=518 Win=43648 Len=0 TSval=276587952 TSecr=96998"
"94","130.675797","64.233.184.16","10.8.8.110","TLSv1.2","189","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"95","130.675821","10.8.8.110","64.233.184.16","TCP","52","37388  >  465 [ACK] Seq=518 Ack=138 Win=30336 Len=0 TSval=97030 TSecr=276587953"
"96","130.676691","10.8.8.110","64.233.184.16","TLSv1.2","103","Change Cipher Spec, Encrypted Handshake Message"
"97","130.847360","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=138 Ack=569 Win=43648 Len=0 TSval=276588123 TSecr=97031"
"98","130.879348","64.233.184.16","10.8.8.110","TLSv1.2","132","Application Data"
"99","130.879709","10.8.8.110","64.233.184.16","TLSv1.2","100","Application Data"
"100","131.014607","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=218 Ack=617 Win=43648 Len=0 TSval=276588286 TSecr=97081"
"101","131.015921","64.233.184.16","10.8.8.110","TLSv1.2","290","Application Data"
"102","131.046356","10.8.8.110","64.233.184.16","TLSv1.2","134","Application Data"
"103","131.216959","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=456 Ack=699 Win=43648 Len=0 TSval=276588493 TSecr=97123"
"104","131.307754","64.233.184.16","10.8.8.110","TLSv1.2","101","Application Data"
"105","131.313519","10.8.8.110","64.233.184.16","TLSv1.2","123","Application Data"
"106","131.443358","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=505 Ack=770 Win=43648 Len=0 TSval=276588720 TSecr=97190"
"107","131.452195","64.233.184.16","10.8.8.110","TLSv1.2","121","Application Data"
"108","131.466849","10.8.8.110","64.233.184.16","TLSv1.2","112","Application Data"
"109","131.598133","64.233.184.16","10.8.8.110","TLSv1.2","121","Application Data"
"110","131.603763","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"111","131.774316","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=643 Ack=865 Win=43648 Len=0 TSval=276589051 TSecr=97262"
"112","131.859571","64.233.184.16","10.8.8.110","TLSv1.2","122","Application Data"
"113","131.871388","10.8.8.110","64.233.184.16","TLSv1.2","448","Application Data"
"114","131.871823","10.8.8.110","64.233.184.16","TLSv1.2","84","Application Data"
"115","132.001581","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=713 Ack=1261 Win=44800 Len=0 TSval=276589278 TSecr=97329"
"116","132.001620","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=713 Ack=1293 Win=44800 Len=0 TSval=276589278 TSecr=97329"
"117","132.630251","64.233.184.16","10.8.8.110","TLSv1.2","132","Application Data"
"118","132.631038","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"119","132.760935","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [ACK] Seq=793 Ack=1328 Win=44800 Len=0 TSval=276590038 TSecr=97519"
"120","132.766338","64.233.184.16","10.8.8.110","TLSv1.2","137","Application Data"
"121","132.769264","64.233.184.16","10.8.8.110","TCP","52","465  >  37388 [FIN, ACK] Seq=878 Ack=1328 Win=44800 Len=0 TSval=276590045 TSecr=97519"
"122","132.804078","10.8.8.110","64.233.184.16","TCP","52","37388  >  465 [ACK] Seq=1328 Ack=879 Win=31360 Len=0 TSval=97563 TSecr=276590043"
"123","132.821191","10.8.8.110","64.233.184.16","TLSv1.2","83","Encrypted Alert"
"124","132.821220","10.8.8.110","64.233.184.16","TCP","52","37388  >  465 [FIN, ACK] Seq=1359 Ack=879 Win=31360 Len=0 TSval=97567 TSecr=276590043"
"125","132.952167","64.233.184.16","10.8.8.110","TCP","40","465  >  37388 [RST] Seq=879 Win=0 Len=0"
"126","132.952240","64.233.184.16","10.8.8.110","TCP","40","465  >  37388 [RST] Seq=879 Win=0 Len=0"
"127","133.018079","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=97616 TSecr=298763454"
"128","133.139500","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298773598 TSecr=90049"
"129","143.161098","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=100152 TSecr=298773598"
"130","143.283296","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298783742 TSecr=90049"
"131","153.305241","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=102688 TSecr=298783742"
"132","153.426284","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298793884 TSecr=90049"
"133","163.448624","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=105224 TSecr=298793884"
"134","163.572275","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298804027 TSecr=90049"
"135","164.527878","10.8.8.110","64.233.184.16","TCP","60","37389  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=105493 TSecr=0 WS=128"
"136","164.529741","10.8.8.110","198.7.63.141","DNS","65","Standard query 0x0671 A smtp.googlemail.com"
"137","164.529773","10.8.8.110","78.46.223.24","DNS","65","Standard query 0x0671 A smtp.googlemail.com"
"138","164.530613","10.8.8.110","198.7.63.141","DNS","65","Standard query 0x7a36 AAAA smtp.googlemail.com"
"139","164.653192","198.7.63.141","10.8.8.110","DNS","256","Standard query response 0x0671 A smtp.googlemail.com CNAME googlemail-smtp.l.google.com A 64.233.184.16 NS ns4.google.com NS ns3.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"140","164.654855","78.46.223.24","10.8.8.110","DNS","256","Standard query response 0x0671 A smtp.googlemail.com CNAME googlemail-smtp.l.google.com A 64.233.184.16 NS ns3.google.com NS ns4.google.com NS ns2.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"141","164.654903","10.8.8.110","78.46.223.24","ICMP","284","Destination unreachable (Port unreachable)"
"142","164.654925","198.7.63.141","10.8.8.110","DNS","268","Standard query response 0x7a36 AAAA smtp.googlemail.com CNAME googlemail-smtp.l.google.com AAAA 2a00:1450:400c:c0b::10 NS ns2.google.com NS ns4.google.com NS ns1.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"143","164.659693","64.233.184.16","10.8.8.110","TCP","60","465  >  37389 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1320 SACK_PERM TSval=1625884604 TSecr=105493 WS=128"
"144","164.659775","10.8.8.110","64.233.184.16","TCP","52","37389  >  465 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=105526 TSecr=1625884604"
"145","164.660499","10.8.8.110","64.233.184.16","TLSv1.2","569","Client Hello (SNI=smtp.googlemail.com)"
"146","164.792011","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=1 Ack=518 Win=43648 Len=0 TSval=1625884734 TSecr=105527"
"147","164.792231","64.233.184.16","10.8.8.110","TLSv1.2","189","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"148","164.792245","10.8.8.110","64.233.184.16","TCP","52","37389  >  465 [ACK] Seq=518 Ack=138 Win=30336 Len=0 TSval=105560 TSecr=1625884735"
"149","164.792668","10.8.8.110","64.233.184.16","TLSv1.2","103","Change Cipher Spec, Encrypted Handshake Message"
"150","164.924758","64.233.184.16","10.8.8.110","TLSv1.2","132","Application Data"
"151","164.938169","10.8.8.110","64.233.184.16","TLSv1.2","100","Application Data"
"152","165.075712","64.233.184.16","10.8.8.110","TLSv1.2","290","Application Data"
"153","165.079315","10.8.8.110","64.233.184.16","TLSv1.2","134","Application Data"
"154","165.251749","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=456 Ack=699 Win=43648 Len=0 TSval=1625885193 TSecr=105631"
"155","165.348128","64.233.184.16","10.8.8.110","TLSv1.2","101","Application Data"
"156","165.353084","10.8.8.110","64.233.184.16","TLSv1.2","123","Application Data"
"157","165.483158","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=505 Ack=770 Win=43648 Len=0 TSval=1625885427 TSecr=105700"
"158","165.488930","64.233.184.16","10.8.8.110","TLSv1.2","121","Application Data"
"159","165.498729","10.8.8.110","64.233.184.16","TLSv1.2","112","Application Data"
"160","165.629239","64.233.184.16","10.8.8.110","TLSv1.2","121","Application Data"
"161","165.634624","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"162","165.810147","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=643 Ack=865 Win=43648 Len=0 TSval=1625885748 TSecr=105770"
"163","165.889746","64.233.184.16","10.8.8.110","TLSv1.2","122","Application Data"
"164","165.902637","10.8.8.110","64.233.184.16","TLSv1.2","457","Application Data"
"165","165.903086","10.8.8.110","64.233.184.16","TLSv1.2","84","Application Data"
"166","166.033358","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=713 Ack=1270 Win=44800 Len=0 TSval=1625885976 TSecr=105837"
"167","166.035138","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=713 Ack=1302 Win=44800 Len=0 TSval=1625885976 TSecr=105837"
"168","166.620193","64.233.184.16","10.8.8.110","TLSv1.2","132","Application Data"
"169","166.620942","10.8.8.110","64.233.184.16","TLSv1.2","87","Application Data"
"170","166.752169","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [ACK] Seq=793 Ack=1337 Win=44800 Len=0 TSval=1625886695 TSecr=106017"
"171","166.754663","64.233.184.16","10.8.8.110","TLSv1.2","137","Application Data"
"172","166.754696","64.233.184.16","10.8.8.110","TCP","52","465  >  37389 [FIN, ACK] Seq=878 Ack=1337 Win=44800 Len=0 TSval=1625886696 TSecr=106017"
"173","166.789616","10.8.8.110","64.233.184.16","TLSv1.2","83","Encrypted Alert"
"174","166.789640","10.8.8.110","64.233.184.16","TCP","52","37389  >  465 [FIN, ACK] Seq=1368 Ack=879 Win=31360 Len=0 TSval=106059 TSecr=1625886696"
"175","166.920946","64.233.184.16","10.8.8.110","TCP","40","465  >  37389 [RST] Seq=879 Win=0 Len=0"
"176","166.921039","64.233.184.16","10.8.8.110","TCP","40","465  >  37389 [RST] Seq=879 Win=0 Len=0"
"177","173.592123","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=107760 TSecr=298804027"
"178","173.713920","216.58.208.46","10.8.8.110","TCP","52","[TCP Keep-Alive ACK] 80  >  33072 [ACK] Seq=780 Ack=436 Win=43648 Len=0 TSval=298814170 TSecr=90049"
"179","183.243903","10.8.8.110","198.7.63.141","DNS","73","Standard query 0x7141 A services.addons.mozilla.org"
"180","183.243962","10.8.8.110","198.7.63.141","DNS","73","Standard query 0xf2fe AAAA services.addons.mozilla.org"
"181","183.366871","198.7.63.141","10.8.8.110","DNS","274","Standard query response 0x7141 A services.addons.mozilla.org A 63.245.216.134 NS ns5-65.akam.net NS ns1-240.akam.net NS ns4-64.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"182","183.367254","198.7.63.141","10.8.8.110","DNS","122","Standard query response 0xf2fe AAAA services.addons.mozilla.org SOA ns.mozilla.org"
"183","183.367668","10.8.8.110","63.245.216.134","TCP","60","46949  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=110203 TSecr=0 WS=128"
"184","183.618245","10.8.8.110","63.245.216.134","TCP","60","46950  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=110266 TSecr=0 WS=128"
"185","183.618731","10.8.8.110","198.7.63.141","DNS","73","Standard query 0x4105 A services.addons.mozilla.org"
"186","183.635372","63.245.216.134","10.8.8.110","TCP","52","443  >  46949 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1212 WS=16 SACK_PERM"
"187","183.635423","10.8.8.110","63.245.216.134","TCP","40","46949  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"188","183.635644","10.8.8.110","63.245.216.134","TLSv1.2","234","Client Hello (SNI=services.addons.mozilla.org)"
"189","183.736831","10.8.8.110","216.58.208.46","TCP","52","[TCP Keep-Alive] 33072  >  80 [ACK] Seq=435 Ack=780 Win=30848 Len=0 TSval=110296 TSecr=298814170"
