Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,flow_start,FirstNPkt_size,Category,App_protocol,Web_service
131.202.240.150-54.225.95.177-36933-443-6,131.202.240.150,36933,54.225.95.177,443,6,31/03/2015 11:07:31 AM,435254,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.595018081396151,435254.0,0.0,435254.0,435254.0,435254.0,435254.0,0.0,435254.0,435254.0,0,0,0,0,0,0,0,0,0,64,0,4.595018081396151,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,716,0,0,32,0,0,0,0,0,0,0,0,unknown,1427825232442,264,7,91,Unknown
131.202.240.150-23.45.42.52-50459-80-6,131.202.240.150,50459,23.45.42.52,80,6,31/03/2015 11:06:46 AM,87417420,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05719683788425693,2.1854355E7,2.51821470863967E7,4.499716E7,63201.0,4.5068057E7,4.5068057E7,0.0,4.5068057E7,4.5068057E7,8.7346523E7,4.36732615E7,1961654.925260939,4.5060361E7,4.2286162E7,0,0,0,0,64,96,0.022878735153702773,0.03431810273055416,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,342,996,0,32,0,0,0,0,9.518835000823202E14,8.243552559483798E14,1.427825251443531E15,4.2222961E7,unknown,1427825206446,264,7,7,Unknown
131.202.240.150-23.45.42.52-50459-80-6,131.202.240.150,50459,23.45.42.52,80,6,31/03/2015 11:08:13 AM,2690346,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7433988044660427,2690346.0,0.0,2690346.0,2690346.0,2690346.0,2690346.0,0.0,2690346.0,2690346.0,0,0,0,0,0,0,0,0,0,64,0,0.7433988044660427,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,342,0,0,32,0,0,0,0,0,0,0,0,unknown,1427825206446,264,7,7,Unknown
131.202.240.150-216.58.219.206-33267-443-6,131.202.240.150,33267,216.58.219.206,443,6,31/03/2015 11:07:16 AM,59728960,3,4,0.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0,15.75,31.5,1.054764723845853,0.117196080427317,9954826.666666668,1.8151844061873306E7,4.5028115E7,8.0,5.9728952E7,2.9864476E7,2.1484056445489246E7,4.5055998E7,1.4672954E7,5.9701077E7,1.9900359E7,2.298242040680422E7,4.5054968E7,85.0,0,0,0,0,96,128,0.050226891611707285,0.06696918881560972,0.0,63.0,7.875,22.273863607376246,496.125,1,0,0,1,7,0,0,0,1.0,9.0,0.0,15.75,0,0,0,0,0,0,0,0,0,9,237,350,0,32,0,0,0,0,1.4278252743573882E15,2.587950617947651E7,1.42782529659246E15,1.427825236945174E15,skype_audio,1427825236890,264,7,91,Unknown
131.202.240.150-176.32.103.135-56399-443-6,131.202.240.150,56399,176.32.103.135,443,6,31/03/2015 11:07:07 AM,74740575,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668980670806988,1.868514375E7,2.2408940264314543E7,4.5000985E7,54818.0,7.4740575E7,3.73702875E7,1.0869166729108745E7,4.5055949E7,2.9684626E7,4.5055803E7,4.5055803E7,0.0,4.5055803E7,4.5055803E7,0,0,0,0,60,40,0.04013884024841928,0.02675922683227952,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,392,32768,0,20,0,0,0,0,9.518835097555362E14,8.243552752790948E14,1.427825272291411E15,2.957499E7,unknown,1427825227290,216,7,91,Unknown
131.202.240.150-72.21.194.87-58995-80-6,131.202.240.150,58995,72.21.194.87,80,6,31/03/2015 11:07:07 AM,79431148,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629475983401373,1.9857787E7,2.3277845046064466E7,4.5000268E7,55004.0,7.9431148E7,3.9715574E7,7552533.99074827,4.5056022E7,3.4375126E7,4.5055272E7,4.5055272E7,0.0,4.5055272E7,4.5055272E7,0,0,0,0,60,40,0.03776855900408238,0.02517903933605492,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1452,127,0,20,0,0,0,0,9.518835112336448E14,8.24355272497404E14,1.427825272162663E15,3.4265118E7,unknown,1427825227162,216,7,7,Unknown
131.202.240.150-72.21.194.87-58966-80-6,131.202.240.150,58966,72.21.194.87,80,6,31/03/2015 11:07:08 AM,78399257,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06377611461292292,1.959981425E7,2.3068130824892487E7,4.4999647E7,55848.0,7.8399257E7,3.91996285E7,8282144.44524608,4.5055989E7,3.3343268E7,4.5055495E7,4.5055495E7,0.0,4.5055495E7,4.5055495E7,0,0,0,0,60,40,0.03826566876775375,0.025510445845169167,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,403,127,0,20,0,0,0,0,9.518835115773862E14,8.243552736901702E14,1.427825273194022E15,3.3231572E7,unknown,1427825228194,216,7,7,Unknown
131.202.240.150-176.32.103.135-56401-443-6,131.202.240.150,56401,176.32.103.135,443,6,31/03/2015 11:07:07 AM,84485540,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05918172506206387,2.1121385E7,2.4432645520668954E7,4.5000974E7,55071.0,8.448554E7,4.224277E7,3978571.659685169,4.5056045E7,3.9429495E7,4.5057633E7,4.5057633E7,0.0,4.5057633E7,4.5057633E7,0,0,0,0,60,40,0.035509035037238325,0.02367269002482555,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,392,32768,0,20,0,0,0,0,9.518835131738618E14,8.243552698033359E14,1.427825272547326E15,3.9316177E7,unknown,1427825227546,216,7,91,Unknown
131.202.240.150-176.32.103.135-56400-443-6,131.202.240.150,56400,176.32.103.135,443,6,31/03/2015 11:07:07 AM,84485961,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05918143015500528,2.112149025E7,2.4432732573835578E7,4.5000973E7,55086.0,8.4485961E7,4.22429805E7,3978293.7667201627,4.5056059E7,3.9429902E7,4.505765E7,4.505765E7,0.0,4.505765E7,4.505765E7,0,0,0,0,60,40,0.035508858093003165,0.02367257206200211,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,392,32768,0,20,0,0,0,0,9.51883513174006E14,8.243552698031396E14,1.42782527254734E15,3.9316548E7,unknown,1427825227546,216,7,91,Unknown
131.202.240.86-131.202.240.150-49624-40273-17,131.202.240.86,49624,131.202.240.150,40273,17,31/03/2015 11:06:50 AM,119990388,5624,5605,562762.0,562697.0,200.0,3.0,100.06436699857707,19.37683208778532,192.0,3.0,100.39197145405896,22.486032776066093,9379.576304061955,93.58249595792623,10686.710723192036,73034.03702260148,7723689.0,6.0,1.19980693E8,21337.48764004975,103086.63844505904,7723689.0,6.0,1.19752542E8,21369.118843683056,103065.50922922466,7726798.0,53.0,0,0,0,0,44992,44840,46.87042098738776,46.712074970538474,3.0,200.0,100.22146037399827,20.996295887737467,440.84444100542134,0,0,0,0,0,0,0,0,0.0,100.23038560869178,100.06436699857753,100.39197145405888,0,0,0,0,5614,10024,0,50,0,50,0,0,5623,8,0,0,0,0,1.427825274627643E15,3.2010028875311468E7,1.427825330014657E15,1.427825210273181E15,skype_audio,1427822250034,282,0,0,Unknown
131.202.240.150-23.45.35.126-38688-443-6,131.202.240.150,38688,23.45.35.126,443,6,31/03/2015 11:06:45 AM,90266125,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06647011821987484,1.8053225E7,2.4642271584471356E7,4.5095831E7,38136.0,9.0227989E7,4.51139945E7,70714.21365256069,4.5163997E7,4.5063992E7,9.0197959E7,4.50989795E7,87356.67885456726,4.516075E7,4.5037209E7,0,0,0,0,96,96,0.03323505910993742,0.03323505910993742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,467,1314,0,32,0,0,0,0,1.4278252509711945E15,3.6754658983689986E7,1.427825295969505E15,1.42782520593952E15,skype_audio,1427825205806,330,7,91,Unknown
131.202.240.150-23.45.42.52-50458-80-6,131.202.240.150,50458,23.45.42.52,80,6,31/03/2015 11:06:46 AM,90174074,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653797187870207,1.80348148E7,2.4616289857069854E7,4.5002593E7,38081.0,9.0135993E7,4.50679965E7,2.1213203435596424,4.5067998E7,4.5067995E7,9.0104695E7,4.50523475E7,16508.822020362324,4.5064021E7,4.5040674E7,0,0,0,0,96,96,0.033268985939351035,0.033268985939351035,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,272,724,0,32,0,0,0,0,1.427825251264267E15,3.671620991624847E7,1.42782529624099E15,1.42782520630518E15,skype_audio,1427825206170,330,7,7,Unknown
131.202.240.150-209.148.205.40-35387-80-6,131.202.240.150,35387,209.148.205.40,80,6,31/03/2015 11:06:46 AM,90135180,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656668350803759,1.8027036E7,2.465424797757067E7,4.5034597E7,21354.0,9.0111942E7,4.5055971E7,28.284271247461902,4.5055991E7,4.5055951E7,9.0113826E7,4.5056913E7,779.2316728675754,4.5057464E7,4.5056362E7,0,0,0,0,96,96,0.03328334175401879,0.03328334175401879,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,932,1320,0,32,0,0,0,0,1.4278252513656428E15,3.676156747714605E7,1.427825296388608E15,1.42782520634155E15,skype_audio,1427825206298,330,7,7,Unknown
131.202.240.150-23.45.42.52-50456-80-6,131.202.240.150,50456,23.45.42.52,80,6,31/03/2015 11:06:46 AM,90169678,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06654121577322257,1.80339356E7,2.4614677618676692E7,4.4998052E7,37688.0,9.013199E7,4.5065995E7,2794.4859992492356,4.5067971E7,4.5064019E7,9.0099759E7,4.50498795E7,20255.073747088652,4.5064202E7,4.5035557E7,0,0,0,0,96,96,0.033270607886611285,0.033270607886611285,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,320,996,0,32,0,0,0,0,1.4278252515233275E15,3.6713744967242524E7,1.427825296496225E15,1.427825206566454E15,skype_audio,1427825206430,330,7,7,Unknown
131.202.240.150-23.45.42.52-50460-80-6,131.202.240.150,50460,23.45.42.52,80,6,31/03/2015 11:06:46 AM,90171286,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06654002916183319,1.80342572E7,2.461451019246973E7,4.4999025E7,39270.0,9.0132016E7,4.5066008E7,2873.681958742129,4.506804E7,4.5063976E7,9.0100419E7,4.50502095E7,16849.64748889424,4.5062124E7,4.5038295E7,0,0,0,0,96,96,0.03327001458091659,0.03327001458091659,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,363,996,0,32,0,0,0,0,1.4278252515314342E15,3.671434869871938E7,1.42782529650542E15,1.427825206574173E15,skype_audio,1427825206438,330,7,7,Unknown
131.202.240.150-208.71.121.194-56911-80-6,131.202.240.150,56911,208.71.121.194,80,6,31/03/2015 11:06:46 AM,90172642,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653902854482184,1.80345284E7,2.4613288923021775E7,4.4997444E7,58534.0,9.0111951E7,4.50559755E7,3.5355339059327378,4.5055978E7,4.5055973E7,9.0114108E7,4.5057054E7,373.3523804664971,4.5057318E7,4.505679E7,0,0,0,0,60,60,0.03326951427241092,0.03326951427241092,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65448,8190,0,20,0,0,0,0,1.427825251776418E15,3.671577011966387E7,1.427825296743037E15,1.427825206808312E15,skype_audio,1427825206690,270,7,7,Unknown
131.202.240.150-208.71.122.72-46942-80-6,131.202.240.150,46942,208.71.122.72,80,6,31/03/2015 11:06:46 AM,90171570,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653981959058715,1.8034314E7,2.461427426977762E7,4.499809E7,57921.0,9.011203E7,4.5056015E7,5.656854249492381,4.5056019E7,4.5056011E7,9.0113262E7,4.5056631E7,1412.799348810722,4.505763E7,4.5055632E7,0,0,0,0,60,60,0.033269909795293574,0.033269909795293574,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32860,8190,0,20,0,0,0,0,1.4278252517797762E15,3.671705587786356E7,1.427825296748503E15,1.427825206810623E15,skype_audio,1427825206694,270,7,7,Unknown
131.202.240.150-50.31.164.175-44341-80-6,131.202.240.150,44341,50.31.164.175,80,6,31/03/2015 11:06:47 AM,90153613,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655307314194939,1.80307226E7,2.4633188401264526E7,4.501513E7,40961.0,9.0112054E7,4.5056027E7,90.50966799187809,4.5056091E7,4.5055963E7,9.0112652E7,4.5056326E7,226.27416997969522,4.5056486E7,4.5056166E7,0,0,0,0,96,96,0.033276536570974694,0.033276536570974694,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32160,6562,0,32,0,0,0,0,1.4278252522710478E15,3.673789861293338E7,1.427825297265358E15,1.427825207276337E15,skype_audio,1427825207194,330,7,7,Unknown
131.202.240.150-209.148.205.11-40322-80-6,131.202.240.150,40322,209.148.205.11,80,6,31/03/2015 11:06:47 AM,90134039,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656752617066233,1.80268078E7,2.465465346682893E7,4.5034801E7,21179.0,9.0111979E7,4.50559895E7,13.435028842544403,4.5055999E7,4.505598E7,9.0112494E7,4.5056247E7,868.3271272970803,4.5056861E7,4.5055633E7,0,0,0,0,96,96,0.03328376308533117,0.03328376308533117,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,486,0,32,0,0,0,0,1.427825252773236E15,3.676198260039787E7,1.427825297797232E15,1.427825207749156E15,skype_audio,1427825207706,330,7,7,Unknown
131.202.240.150-131.202.240.86-49876-49624-6,131.202.240.150,49876,131.202.240.86,49624,6,31/03/2015 11:06:49 AM,14784610,29,26,1329.0,2779.0,818.0,0.0,45.82758620689655,152.07189769633808,1179.0,0.0,106.88461538461537,277.9247850657551,277.8565007802032,3.7200846014876277,273789.074074074,1036298.1378124453,7592756.0,3.0,1.4578993E7,520678.3214285716,1474453.1963188567,7831555.0,49.0,1.4783901E7,591356.0400000002,1479916.5214359637,7592756.0,66.0,1,0,0,0,1024,832,1.9614991535116584,1.7585854479759695,0.0,1179.0,74.0714285714286,218.7097584506883,47833.95844155842,0,0,0,31,55,0,0,0,0.0,75.41818181818182,45.827586206896555,106.88461538461539,0,0,0,0,15,605,0,24,0,50,364,258,14,32,0,0,0,0,1.4278252159509175E15,5823486.917219574,1.427825224658119E15,1.42782520996779E15,skype_audio,1427826059952,468,0,0,Unknown
131.202.240.150-23.49.81.120-49121-80-6,131.202.240.150,49121,23.49.81.120,80,6,31/03/2015 11:07:04 AM,90134076,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656749884472106,1.80268152E7,2.465370328214154E7,4.5034714E7,21371.0,9.0112069E7,4.50560345E7,71.4177848998413,4.5056085E7,4.5055984E7,9.0112705E7,4.50563525E7,2646.7006819812473,4.5058224E7,4.5054481E7,0,0,0,0,96,96,0.03328374942236053,0.03328374942236053,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,693,553,0,32,0,0,0,0,1.42782526941381E15,3.676018776230453E7,1.42782531443493E15,1.427825224391252E15,skype_audio,1427825224346,330,7,7,Unknown
