duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
244971,-1,-1,-1,-1,0,0,0,0,8.1642316846,351.0619624364,244971,244971,244971,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
58053,-1,-1,-1,-1,0,0,0,0,34.4512772811,1481.4049230875,58053,58053,58053,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54824,-1,-1,-1,-1,0,0,0,0,36.480373559,2808.988764045,54824,54824,54824,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57245,-1,-1,-1,-1,0,0,0,0,34.9375491309,2323.3470172068,57245,57245,57245,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
58983,-1,-1,-1,-1,0,0,0,0,33.9080752081,1458.0472339488,58983,58983,58983,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
56720,-1,-1,-1,-1,0,0,0,0,35.2609308886,2715.0916784203,56720,56720,56720,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
59817,-1,-1,-1,-1,0,0,0,0,33.435311032,2223.4481836267,59817,59817,59817,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
10758874,10531933,10758874,10531933,10758874,10500000,10800000,0,0,0.3717861181,42.4765639973,50031,10531933,3586291.33333333,6015436.65841989,10581964,10600000,10581964,0,10531933,10500000,10531933,0,Non-VPN
12888333,89979,44534,12624278,12492923,4296111,4221436,7212526.75983032,7163436.11093856,0.6207164262,64.3993292228,79,12492923,1841190.42857143,4697280.95550413,12838305,12800000,12838305,0,12492923,12500000,12492923,0,Non-VPN
57532,-1,-1,-1,-1,0,0,0,0,34.7632621845,1494.8202739345,57532,57532,57532,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55025,-1,-1,-1,-1,0,0,0,0,36.3471149478,2798.7278509768,55025,55025,55025,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57059,-1,-1,-1,-1,0,0,0,0,35.0514379852,2330.9206260187,57059,57059,57059,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
11878561,159773,160546,3687861,3521252,2331220.4,2375712.2,1381976.80230008,1364931.95918183,1.0102233764,81.4071670803,49999,3465678,1079869.18181818,1421278.29795662,2044629,2926534.5,3637089,772802.619355896,1994205,2805930.5,3465678,696022.613944882,Non-VPN
57471,-1,-1,-1,-1,0,0,0,0,34.8001600807,1496.4068834717,57471,57471,57471,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55030,-1,-1,-1,-1,0,0,0,0,36.3438124659,2798.4735598764,55030,55030,55030,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57023,-1,-1,-1,-1,0,0,0,0,35.0735668064,2332.392192624,57023,57023,57023,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
11390324,68498,41928,8511243,8582369,1884583.16666667,1869855.33333333,3306002.60191319,3337638.95353953,1.2291134124,102.1042070445,79,8408489,876178.769230769,2300815.42865287,2463882,5521811.5,8579741,4324565.37168066,1529086,4968787.5,8408489,4864472.51181498,Non-VPN
12021295,129042,130025,9803389,10025737,2359679,2404259,4177254.12318275,4276257.50663092,0.9982285602,83.6016419196,50015,9803389,1092845,2902928.67921172,1212858,5533131,9853404,6109788.66975422,1032008,5417698.5,9803389,6202302.98547076,Non-VPN
57811,-1,-1,-1,-1,0,0,0,0,34.5954922074,1487.6061649167,57811,57811,57811,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
56208,-1,-1,-1,-1,0,0,0,0,35.5821235411,2739.8235126672,56208,56208,56208,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
60344,-1,-1,-1,-1,0,0,0,0,33.1433116797,2204.0302267003,60344,60344,60344,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
8194952,89905,36324,5404093,5625758,1328680.5,1365825.33333333,2066113.22899973,2158809.80647348,1.7083687616,171.9351132258,88,5404093,630380.923076923,1478768.45575476,1488138,3541538,5594938,2903946.12897674,1316693,3360393,5404093,2890228.25742172,Non-VPN
57536,-1,-1,-1,-1,0,0,0,0,34.7608453838,1494.7163515017,57536,57536,57536,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55429,-1,-1,-1,-1,0,0,0,0,36.0821952408,2778.3290335384,55429,55429,55429,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57572,-1,-1,-1,-1,0,0,0,0,34.7391092892,2310.1507677343,57572,57572,57572,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
5873562,80136,34443,5621745,5480150,1957854,1883653.66666667,3173352.81156484,3115074.0895147,1.3620355076,140.8004205966,69,5480150,839080.285714286,2047241.62726991,5822573,5822573,5822573,0,5480150,5480150,5480150,0,Non-VPN
57422,-1,-1,-1,-1,0,0,0,0,34.8298561527,1497.6838145659,57422,57422,57422,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54937,-1,-1,-1,-1,0,0,0,0,36.4053370224,2803.2109507254,54937,54937,54937,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
181425,-1,-1,-1,-1,0,0,0,0,11.0238390519,1025.2170318313,181425,181425,181425,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
9096970,130378,131955,8743412,8965015,4436895,4548485,6090334.74799021,6245916.62462757,0.6595602712,73.9806770826,49968,8743412,1819394,3870961.08204852,8925335,8925335,8925335,0,8743412,8743412,8743412,0,Non-VPN
8757913,208874,37291,8058185,8230579,2919304.33333333,2845583,4452633.94630412,4664980.67417728,0.9134596336,98.6536404278,48,8058185,1251130.42857143,3003118.68519907,8267059,8267059,8267059,0,8058185,8058185,8058185,0,Non-VPN
57636,-1,-1,-1,-1,0,0,0,0,34.7005343882,1492.1229786939,57636,57636,57636,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54889,-1,-1,-1,-1,0,0,0,0,36.4371732041,2805.6623367159,54889,54889,54889,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57271,-1,-1,-1,-1,0,0,0,0,34.9216881144,2322.2922596078,57271,57271,57271,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13147941,90858,43339,10144287,10366032,2603247.6,2629588.2,4335250.61387344,4444633.64078823,0.9126904357,100.319890392,81,10144287,1195267.36363636,3051244.7657109,2610685,6402467.5,10194250,5362390.23706887,2419489,6281888,10144287,5462257.04909619,Non-VPN
11718031,90559,37796,8949375,9170828,1932783,1953005.16666667,3484260.87037182,3574968.59056098,1.1947399695,123.9116025551,107,8949375,901387,2448176.82483508,1545777,5338356,9130935,5363516.6581713,1374836,5162105.5,8949375,5356007.89126188,Non-VPN
57780,-1,-1,-1,-1,0,0,0,0,34.6140533056,1488.4042921426,57780,57780,57780,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54803,-1,-1,-1,-1,0,0,0,0,36.494352499,2810.0651424192,54803,54803,54803,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57401,-1,-1,-1,-1,0,0,0,0,34.842598561,2317.0328043066,57401,57401,57401,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14846225,135668,136622,11431645,11431717,4931764.66666667,4932223,5837545.13329292,5837142.39001778,0.538857521,48.6992484622,49556,11381740,2120889.28571429,4246107.47809788,3228330,7398334.5,11568339,5897276.91905675,3178425,7280082.5,11381740,5800619.66470924,Non-VPN
12042383,134714,135160,5223639,5224747,2398528.8,2398476.2,1901388.87201052,1931124.86728058,0.9964805139,79.801481152,49739,5173637,1094762.09090909,1678935.65757565,1423241,2998095.25,5359907,1709974.02987177,1252013,2853466,5173637,1705562.5705529,Non-VPN
57609,-1,-1,-1,-1,0,0,0,0,34.7167977226,1492.8223020709,57609,57609,57609,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54473,-1,-1,-1,-1,0,0,0,0,36.7154370055,2827.0886494227,54473,54473,54473,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57010,-1,-1,-1,-1,0,0,0,0,35.0815646378,2332.9240484126,57010,57010,57010,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
178583,-1,-1,-1,-1,0,0,0,0,11.199274287,481.5687943421,178583,178583,178583,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13344534,133393,133832,8235216,8013859,3336133.5,3280854.25,3828574.07955791,3734512.47815427,0.7493704913,66.46916258,49585,8013859,1482726,2818335.96186693,4522243,6580558.5,8638874,2910897.69574259,4350711,6182285,8013859,2590236.79128975,Non-VPN
57418,-1,-1,-1,-1,0,0,0,0,34.8322825595,1497.7881500575,57418,57418,57418,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55038,-1,-1,-1,-1,0,0,0,0,36.3385297431,2798.0667902177,55038,55038,55038,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57120,-1,-1,-1,-1,0,0,0,0,35.0140056022,2328.431372549,57120,57120,57120,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
2584495,2413234,2412833,2413234,2412833,2413234,2412833,0,0,1.547691135,91.3137769661,171261,2241572,861498.333333333,1195178.87124473,2413234,2413234,2413234,0,2241572,2241572,2241572,0,Non-VPN
11273409,89928,46927,10878343,11101041,3713397.33333333,3757803,6205160.39419819,6359551.82033542,0.7096345036,82.3176024218,70,10878343,1610487,4087085.78901,10929190,10900000,10929190,0,10878343,10900000,10878343,0,Non-VPN
67336,-1,-1,-1,-1,0,0,0,0,29.7017939884,1277.1771414994,67336,67336,67336,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
66827,-1,-1,-1,-1,0,0,0,0,29.9280231044,2304.4577790414,66827,66827,66827,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
65884,-1,-1,-1,-1,0,0,0,0,30.3563839475,2018.6995325117,65884,65884,65884,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12555431,100531,35564,5603071,5603222,1556105.375,1395047.88888889,2254421.97663186,2209759.2589918,1.5132893486,140.2580285774,86,5431928,697523.944444445,1607652.1157198,4769333,6106285.5,7443238,1890736.35774835,4733683,5082805.5,5431928,493733.774428588,Non-VPN
57568,-1,-1,-1,-1,0,0,0,0,34.7415230684,1493.88549194,57568,57568,57568,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54832,-1,-1,-1,-1,0,0,0,0,36.4750510651,2808.5789320105,54832,54832,54832,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57503,-1,-1,-1,-1,0,0,0,0,34.7807940455,2312.9228040276,57503,57503,57503,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
1124443,-1,1066808,-1,1066808,0,1066808,0,0,2.667987617,112.0554799132,57635,1066808,562221.5,713593.071689671,1124443,1124443,1124443,0,1066808,1066808,1066808,0,Non-VPN
13873956,138293,139273,11424275,11414111,2766617.4,2764703,4863924.49160018,4859320.23504536,0.864929945,69.554783077,40869,11373242,1261268.72727273,3376724.22448356,1541152,6477631.5,11414111,6981236.25927668,1351826,6362534,11373242,7086211.2106913,Non-VPN
56719,-1,-1,-1,-1,0,0,0,0,35.2615525662,2715.1395475943,56719,56719,56719,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57410,-1,-1,-1,-1,0,0,0,0,34.8371363874,2316.6695697614,57410,57410,57410,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
6066303,133251,135377,5710262,5930926,2921756.5,3033151.5,3943542.29685184,4098071.99859879,0.9890702789,96.7640422841,49537,5710262,1213260.6,2514383.67969887,5895176,5895176,5895176,0,5710262,5710262,5710262,0,Non-VPN
44775,-1,44716,-1,44716,0,44716,0,0,67.0016750419,9313.2328308208,59,44716,22387.5,31577.2675116135,-1,0,-1,0,-1,0,-1,0,Non-VPN
54843,-1,-1,-1,-1,0,0,0,0,36.4677351713,2808.0156081907,54843,54843,54843,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57021,-1,-1,-1,-1,0,0,0,0,35.0747970046,2332.4740008067,57021,57021,57021,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
2431381,2259214,2260166,2259214,2260166,2259214,2260166,0,0,1.6451555721,97.0641787527,171215,2087999,810460.333333333,1106381.04204511,2259214,2259214,2259214,0,2087999,2087999,2087999,0,Non-VPN
54561,-1,-1,-1,-1,0,0,0,0,36.6562196441,2822.5289125933,54561,54561,54561,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
58175,-1,-1,-1,-1,0,0,0,0,34.3790287924,2286.205414697,58175,58175,58175,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14782064,143921,42574,14423907,14373496,4927354.66666667,4853568.33333333,8224330.71529896,8244657.13027861,0.5411964121,78.9470266128,46,14373450,2111723.42857143,5407180.23250392,14587686,14600000,14587686,0,14373450,14400000,14373450,0,Non-VPN
14120653,138853,140600,8278177,8499459,4632929,4706884.33333333,4135520.58687071,4232800.60145642,0.5665460372,50.3517790572,50202,8278177,2017236.14285714,3405174.08490985,5480594,6974786.5,8468979,2113107.29829592,5429808,6853992.5,8278177,2014101.0352213,Non-VPN
55688,-1,-1,-1,-1,0,0,0,0,35.9143801178,2765.4072690705,55688,55688,55688,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
56970,-1,-1,-1,-1,0,0,0,0,35.1061962436,2334.5620502019,56970,56970,56970,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13398746,1318109,32984,6119537,6136567,3349686.5,2635297.8,2080676.6020222,2326640.68324493,0.8209723507,68.8870436084,56,6086497,1339874.6,2030749.32832132,1300183,3336945,6136567,2091769.2648079,1267143,3230488,6086497,2102299.83323938,Non-VPN
12574025,90485,36578,5911281,6133401,2082183.33333333,2067124.66666667,2725901.50520595,2821561.81905895,1.1134064073,113.5674535401,83,5911281,967232.692307692,2019100.94127464,5218917,6115340.5,7011764,1267734.27132956,5047640,5479460.5,5911281,610686.407609912,Non-VPN
54881,-1,-1,-1,-1,0,0,0,0,36.4424846486,2806.0713179425,54881,54881,54881,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57517,-1,-1,-1,-1,0,0,0,0,34.7723281812,2312.359824052,57517,57517,57517,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54826,-1,-1,-1,-1,0,0,0,0,36.4790427899,2808.8862948236,54826,54826,54826,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57197,-1,-1,-1,-1,0,0,0,0,34.9668688917,2325.2967812997,57197,57197,57197,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57,-1,-1,-1,-1,0,0,0,0,35087.7192982456,1403508.77192982,57,57,57,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
10492569,134111,133067,7484463,7711763,3422002.66666667,3497523,3735891.60649929,3860149.98414511,0.7624443547,66.8091865777,50042,7484463,1498938.42857143,2801235.14535656,2647739,5158177.5,7668616,3550296.17420343,2597392,5040927.5,7484463,3455681.04423998,Non-VPN
4263903,101281,44536,3918857,3921002,1397956,1364133,2183464.81612379,2214696.06577889,1.8762152891,198.4097668263,81,3747353,609129,1385343.84915954,3918857,3918857,3918857,0,3747353,3747353,3747353,0,Non-VPN
55711,-1,-1,-1,-1,0,0,0,0,35.8995530506,2764.2655848935,55711,55711,55711,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57312,-1,-1,-1,-1,0,0,0,0,34.896705751,2320.63093244,57312,57312,57312,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
10696889,139707,132028,4238545,4238796,2129335.8,2131022.2,1898983.59954607,1902158.194577,1.1218214941,87.5955616628,41778,4188586,972444.454545455,1604325.23707812,1319429,3551703.66666667,5096886,1980244.24064453,1137801,3124440.33333333,4188586,1721937.33998535,Non-VPN
56642,-1,-1,-1,-1,0,0,0,0,35.3094876593,2718.8305497687,56642,56642,56642,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57670,-1,-1,-1,-1,0,0,0,0,34.6800762962,2306.2250736952,57670,57670,57670,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12980608,134663,136039,8048789,8058441,1616151.375,1616360.75,2701573.31727418,2712563.06944485,1.3866838903,141.6728707931,40864,8007925,763565.176470588,1951238.16861665,1256892,4264949,8651284,3885099.21963114,1039061,3778292.66666667,8007925,3715809.06035601,Non-VPN
54856,-1,-1,-1,-1,0,0,0,0,36.4590928978,2807.3501531282,54856,54856,54856,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
57507,-1,-1,-1,-1,0,0,0,0,34.7783748065,2312.7619246353,57507,57507,57507,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13339144,137306,47153,6154957,6104009,2657804,2657772,2723514.6929639,2792569.66822902,0.8996079509,105.7039342255,55,6103954,1212649.45454545,2190356.75345012,2099631,4429620,6323365,2145393.63435722,1911322,4277005.33333333,6103954,2147607.28548234,Non-VPN
55543,-1,-1,-1,-1,0,0,0,0,36.0081378392,2772.6266136147,55543,55543,55543,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
58629,-1,-1,-1,-1,0,0,0,0,34.1128110662,2268.501935902,58629,58629,58629,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13243257,115080,115008,4537258,4536234,1183684.90909091,1203932.45454545,1347457.72102111,1354308.56120294,1.8122430154,177.4487952624,49753,4486220,575793.782608696,1063072.97842834,1391576,2614459.4,4536234,1253745.09379182,1204975,2234092,4486220,1300871.04484966,Non-VPN
55159,-1,-1,-1,-1,0,0,0,0,36.2588154245,2791.9287876865,55159,55159,55159,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
352982,91244,40988,171794,140275,131519,90631.5,56957.4512157979,70206.5109765469,16.9980338941,1895.2807791899,75,171719,70596.4,64932.9815775466,-1,0,-1,0,-1,0,-1,0,Non-VPN
57142,-1,-1,-1,-1,0,0,0,0,35.0005250079,2327.5349130237,57142,57142,57142,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
177771,-1,-1,-1,-1,0,0,0,0,11.2504289226,483.7684436719,177771,177771,177771,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14230956,5,18,2851227,2897302,233294.360655738,206449.205882353,541049.69582909,533929.944992173,9.2052845923,4326.4837583645,5,2839039,109468.892307692,380835.511902321,1404766,2308594.16666667,3504902,749668.659078374,1032667,1686278,2839039,747657.607812426,Non-VPN
14824509,19,4,2399151,2208529,157228.095744681,180265.353658537,373573.145495597,356200.343907018,12.0071430359,4403.1137894685,4,2208529,83754.2881355932,255322.075051957,2358817,3270634.33333333,4520877,1120055.6417343,1264686,1749979.66666667,2208529,472489.520186251,Non-VPN
14509827,5,18,2894590,3082953,226092.421875,200850.486111111,544248.120639384,554954.587732541,9.5107956835,4253.255397187,5,2894590,105911.145985401,384646.325152291,1491610,2781386,3902148,888365.953754279,1119046,1964447.4,2894590,655856.58273631,Non-VPN
14596526,28,10,3582054,3543856,240935.966666667,304094.291666667,589598.631656717,625423.933853873,7.5360397399,2626.6523966045,10,3531262,133913.082568807,434869.54696673,1921242,4434371.66666667,8901938,3879097.34011817,1444971,2417569.33333333,3531262,1050277.69772753,Non-VPN
12996946,5,21,5157119,5160313,264419.224489796,249940.846153846,778196.190286597,765635.552617252,7.9249386741,3604.0774501948,5,5107187,127421.039215686,546368.383926472,1383264,3544301,7347237,3303652.18066801,1126275,2638959,5107187,2155623.65451103,Non-VPN
14683187,23,5,4306765,4269663,276091.075471698,326290.866666667,763783.405888066,786873.328221232,6.810510552,2269.6026414429,5,4260689,148315.02020202,550022.56198407,1523258,2896691.4,5887317,1727395.81403324,1117912,2239550.8,4260689,1228243.74903862,Non-VPN
11651772,5,16,5132312,5125969,298763.384615385,279694.609756098,880764.621337952,873578.405478706,7.037556176,3179.2589144381,5,5077735,143849.037037037,617491.714149731,1930893,3288077,5463256,1902954.00784162,1661620,2845744,5077735,1934161.15165529,Non-VPN
9469543,20,4,5049123,4860293,294320.03125,349429.185185185,905172.89338628,937542.847534716,6.441704737,2482.1683580718,4,4860293,157825.716666667,642861.683688964,1652738,4553687,7454636,4102561.41955255,1048217,2954255,4860293,2695544.7899983,Non-VPN
9640640,210594,40989,9430046,9430188,4820320,4735588.5,6519137.0280238,6639166.28280988,0.6223653201,64.6222657417,40,9260623,1928128,4099691.66426217,9430046,9430046,9430046,0,9260623,9260623,9260623,0,Non-VPN
56377,-1,-1,-1,-1,0,0,0,0,35.4754598506,2731.6104084999,56377,56377,56377,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
64897,-1,-1,-1,-1,0,0,0,0,30.81806555,1818.2658674515,64897,64897,64897,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12620636,124917,129760,12263285,12490876,6194101,6310318,8583122.32533773,8740628.94663348,0.4754118572,54.4346576512,57913,12263285,2524127.2,5444553.25929341,12450958,12500000,12450958,0,12263285,12300000,12263285,0,Non-VPN
56092,-1,-1,-1,-1,0,0,0,0,35.6557084789,2745.4895528774,56092,56092,56092,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12117432,88358,32995,3695568,3524358,2019572,1980202.33333333,1536020.83171635,1545154.98862388,1.1553603107,94.5744940017,65,3524358,932110.153846154,1352609.20617865,2388011,3012739.75,3887621,699403.458746035,2218718,2824171.25,3524358,642124.994240672,Non-VPN
56029,-1,-1,-1,-1,0,0,0,0,35.6958003891,2748.5766299595,56029,56029,56029,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
11274574,140615,137407,8625036,8620061,2243758.6,2244446.2,3595055.14246528,3610029.62852044,1.0643417658,88.6064520043,44160,8575901,1024961.27272727,2535780.56799083,2138912,5542412,8945912,4813275.85953673,1317523,4946712,8575901,5132448.30421515,Non-VPN
12290581,109694,42631,10251504,10026843,2048430.16666667,2010757.66666667,4031068.32794975,3945035.09050047,1.1390836609,94.7880332101,82,10026843,945429.307692308,2740095.66853388,11450245,11500000,11450245,0,10026843,10000000,10026843,0,Non-VPN
56653,-1,-1,-1,-1,0,0,0,0,35.3026318112,2718.3026494625,56653,56653,56653,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
8453121,96838,31524,5767856,5631692,1408853.5,1371267.33333333,2201642.30236051,2158989.40549537,1.6561930203,167.2754950509,71,5631692,650240.076923077,1550472.47116376,1520202,3748224.5,5976247,3150899.63677225,1456274,3543983,5631692,2952466.3820882,Non-VPN
55283,-1,-1,-1,-1,0,0,0,0,36.17748675,2785.6664797497,55283,55283,55283,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
5614197,140573,136361,5247595,5477836,2694084,2807098.5,3611209.88786875,3776993.19403828,1.0687191775,121.299626643,56642,5247595,1122839.4,2306261.60123219,5444810,5444810,5444810,0,5247595,5247595,5247595,0,Non-VPN
56774,-1,-1,-1,-1,0,0,0,0,35.2273928207,2712.5092471906,56774,56774,56774,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
